brand,product_name,product_type,primary_category,subcategory,taxonomy_path,reason_for_selection,confidence_level,variant_recommendation,duplicate_status,seo_priority,geo_priority,price,migration_key,source_title,slug,description,meta_title,meta_description,variant_count,image_count,story_eligible
Alpinestars,Alpinestars Tech 10 LE 'Nations 19' Boots,Boots,Riding Gear,Boots,Riding Gear > Boots,Brand selection: Alpinestars (score 54),High,Keep 5 variants (sizes/colours),Unique,High,High,100000,alpinestars-tech-10-le-nations-19-boots,Alpinestars Tech 10 LE 'Nations 19' Boots,alpinestars-tech-10-le-nations-19-boots,"Motocross of Nations is the biggest MX event of the year where the world’s best motocross athletes battle, no matter what championship series they are… • Contoured TPU calf protector plate offers impact resistance. • Innovative TPU rear blade system protects heel and features a rear hyperextension guard. • Extensive TPU protection on toes, foot, heel, ankle, calf and shin with extra hard compounds on the toe-box, heel and Achilles tendon. • New closure system includes polymer buckles plus alumin",Buy Alpinestars Tech 10 LE 'Nations 19' Boots | Mile 27 Store,"Motocross of Nations is the biggest MX event of the year where the world’s best motocross athletes battle, no matter what championship series they are……",5,5,true
Alpinestars,Alpinestars Supertech-R LE Kenny Roberts Boots,Boots,Riding Gear,Boots,Riding Gear > Boots,Brand selection: Alpinestars (score 54),High,Keep 5 variants (sizes/colours),Unique,High,High,53700,alpinestars-supertech-r-le-kenny-roberts-boots,Alpinestars Supertech-R LE Kenny Roberts Boots,alpinestars-supertech-r-le-kenny-roberts-boots,Alpinestars Supertech-R LE Kenny Roberts Boots • Strategically positioned ventilation in heel and shin TPU guides air through the boot. • Durable and technical microfiber upper construction offering superb levels of flexibility. • Front flex area is constructed with a redesigned soft TPU over inject on breathable mesh with shaped reliefs for improve abrasion resistance and na…. • Flexible accordion microfiber stretch at Achilles allows natural movement. Available in multiple sizes and/or colours,Alpinestars Supertech-R LE Kenny Roberts Boots | Mile 27 Store,Alpinestars Supertech-R LE Kenny Roberts Boots Strategically positioned ventilation in heel and shin TPU guides air through the boot. Durable and…,5,6,true
Alpinestars,Alpinestars SMX Plus v2 Boots,Boots,Riding Gear,Boots,Riding Gear > Boots,Brand selection: Alpinestars (score 54),High,Keep 91 variants (sizes/colours),Unique,High,High,52000,alpinestars-smx-plus-v2-boots,Alpinestars SMX Plus v2 Boots,alpinestars-smx-plus-v2-boots,"The Alpinestars SMX Plus V2 Boots are the next generation of the popular SMX Plus line, known for track day performance and protection. A high… • Advanced microfiber upper construction for lightweight high performance protection and superb levels of flexibility. • Front flex area constructed with soft microfiber for improving abrasion resistance and natural forwards and backwards movement. • Flexible accordion microfiber on Achilles gives enhanced natural movement. • Strategically positioned ven",Buy Alpinestars SMX Plus v2 Boots | Mile 27 Store,"The Alpinestars SMX Plus V2 Boots are the next generation of the popular SMX Plus line, known for track day performance and protection. A high… Advanced…",91,7,true
Alpinestars,Alpinestars Corozal Adventure Drystar Boots,Boots,Riding Gear,Boots,Riding Gear > Boots,Brand selection: Alpinestars (score 54),High,Keep 7 variants (sizes/colours),Unique,High,High,47000,alpinestars-corozal-adventure-drystar-boots,Alpinestars Corozal Adventure Drystar Boots,alpinestars-corozal-adventure-drystar-boots,Alpinestars Corozal Drystar Boots • Upper constructed from PU coated leather plus higher medial panel suede leather for superior grip. • Front and rear bellow made with lightweight microfiber for more durability and abrasion resistance. • Rear reflective insert for improved visibility. • Extended PU coated leather gaiter helps seal out excessive water and dirt entry; rear gaiter includes rubber insert for flexibility and comfort. Available in multiple sizes and/or colours — select your variant.,Buy Alpinestars Corozal Adventure Drystar Boots | Mile 27 Store,Alpinestars Corozal Drystar Boots Upper constructed from PU coated leather plus higher medial panel suede leather for superior grip. Front and rear bellow…,7,5,true
Alpinestars,Alpinestars Sektor WP Shoes,Boots,Riding Gear,Boots,Riding Gear > Boots,Brand selection: Alpinestars (score 54),High,Keep 10 variants (sizes/colours),Unique,High,High,30000,alpinestars-sektor-wp-shoes,Alpinestars Sektor WP Shoes,alpinestars-sektor-wp-shoes,"Alpinestars Sektor WP Shoes use durable lightweight microfiber to protect against abrasion without adding extra weight. A waterproof membrane helps to keep your feet dry… • Upper constructed from microfiber which is superbly lightweight, durable and abrasion resistant. • Waterproof membrane lining. • 3D dimensional ankle protection for improved fit and a lighter weight. • Original speed lace system derived from auto racing shoes for a personalized fit and feel. Available in multiple sizes and/or",Buy Alpinestars Sektor WP Shoes | Mile 27 Store,Alpinestars Sektor WP Shoes use durable lightweight microfiber to protect against abrasion without adding extra weight. A waterproof membrane helps to…,10,5,true
Alpinestars,Alpinestars Faster 3 Rideknit Shoes,Boots,Riding Gear,Boots,Riding Gear > Boots,Brand selection: Alpinestars (score 54),High,Keep 72 variants (sizes/colours),Unique,High,High,26000,alpinestars-faster-3-rideknit-shoes,Alpinestars Faster 3 Rideknit Shoes,alpinestars-faster-3-rideknit-shoes,"Alpinestars Faster-3 Rideknit Shoes • Main upper material is a combination of advanced microfiber, knitted mesh and seamless thermo-welded microfibers. • Lower tongue, lateral and medial quarter in knitted mesh for breathability and comfort. • Air vent details on lateral and toe area are strategically positioned to improve airflow and ventilation. • Enhanced TPU ankle extended into lower lateral area gives improved support and protection. Available in multiple sizes and/or colours — select your ",Buy Alpinestars Faster 3 Rideknit Shoes | Mile 27 Store,"Alpinestars Faster-3 Rideknit Shoes Main upper material is a combination of advanced microfiber, knitted mesh and seamless thermo-welded microfibers.…",72,12,true
Alpinestars,Alpinestars Faster 2 Shoes,Boots,Riding Gear,Boots,Riding Gear > Boots,Brand selection: Alpinestars (score 54),High,Keep 24 variants (sizes/colours),Unique,High,High,26000,alpinestars-faster-2-shoes,Alpinestars Faster 2 Shoes,alpinestars-faster-2-shoes,"The Alpinestars Faster Shoes are back and faster than ever. The Faster 2 Riding Shoes speak to sport-minded riders who love the shifting / braking… • Aggressively profiled upper constructed from lightweight, durable and abrasion-resistance microfiber. • One-piece VELCRO® brand strap for quick and secure closure. • Strap features soft PU-tipped puller to aid grip when closing. • Speed lacing system provides excellent levels of precision fit and comfort. Available in multiple sizes and/or colours ",Buy Alpinestars Faster 2 Shoes | Mile 27 Store,The Alpinestars Faster Shoes are back and faster than ever. The Faster 2 Riding Shoes speak to sport-minded riders who love the shifting / braking……,24,3,true
Alpinestars,Alpinestars Ride Tech Summer Race Undersuit,Racing Suits,Riding Gear,Racing Suits,Riding Gear > Racing Suits,Category fill: Riding Gear > Racing Suits (score 49),High,Keep 3 variants (sizes/colours),Unique,High,High,26000,alpinestars-ride-tech-summer-race-undersuit,Alpinestars Ride Tech Summer Race Undersuit,alpinestars-ride-tech-summer-race-undersuit,Alpinestars Ride Tech Summer Race Undersuit • Design for warm weather riding. • Open mesh structure on back and tight for comfort and breathability. • Compression fit design to reduce muscle fatigue. • Stretch ribs on chest and upper back part. Available in multiple sizes and/or colours — select your variant.,Buy Alpinestars Ride Tech Summer Race Undersuit | Mile 27 Store,Alpinestars Ride Tech Summer Race Undersuit Design for warm weather riding. Open mesh structure on back and tight for comfort and breathability.…,3,2,true
Alpinestars,Alpinestars SP-1 v2 Vented Shoes,Boots,Riding Gear,Boots,Riding Gear > Boots,Brand selection: Alpinestars (score 54),High,Keep 33 variants (sizes/colours),Unique,High,High,25999,alpinestars-sp-1-v2-vented-shoes,Alpinestars SP-1 v2 Vented Shoes,alpinestars-sp-1-v2-vented-shoes,"Alpinestars SP-1 v2 Vented Shoes • Microfiber main upper material. • Perforated microfiber on lateral, medial quarter insert plus specific perforate zone on medial side for enhanced ventilation. • Tongue is made with breathable mesh to improve airflow and ventilation. • Tongue and rear accordion have lightweight padded material that offers superior comfort. Available in multiple sizes and/or colours — select your variant.",Buy Alpinestars SP-1 v2 Vented Shoes | Mile 27 Store,"Alpinestars SP-1 v2 Vented Shoes Microfiber main upper material. Perforated microfiber on lateral, medial quarter insert plus specific perforate zone on…",33,3,true
Alpinestars,Alpinestars Centre Shoes,Boots,Riding Gear,Boots,Riding Gear > Boots,Brand selection: Alpinestars (score 54),High,Keep 9 variants (sizes/colours),Unique,High,High,14200,alpinestars-centre-shoes,Alpinestars Centre Shoes,alpinestars-centre-shoes,"The Centre cannot hold. Mere anarchy is loosed upon the world. The Alpinestars Center Shoes will help you keep things right and centered, so you… • Casual riding shoe inspired by automotive technology and optimized for motorcycling. • Main upper material is a soft, lightweight, durable and abrasion-resistant microfiber. • Lateral and medial TPU double density ankle protector disks are layered under the upper and backed by foam padding. • Secure and convenient closure with adjustable fit featurin",Buy Alpinestars Centre Shoes | Mile 27 Store,"The Centre cannot hold. Mere anarchy is loosed upon the world. The Alpinestars Center Shoes will help you keep things right and centered, so you… Casual…",9,5,true
Arlen Ness,Arlen Ness Track Leather Jacket,Jackets,Riding Gear,Jackets,Riding Gear > Jackets,Brand selection: Arlen Ness (score 54),High,Keep 35 variants (sizes/colours),Unique,High,High,62000,arlen-ness-track-leather-jacket,Arlen Ness Track Leather Jacket,arlen-ness-track-leather-jacket,The Track motorcycle jacket by Arlen Ness offers you a sporty-aggressive design and high security! • High quality cowhide leather. • perforations on the front and sleeves. • integrated protectors on shoulders and elbows. • prepared for back protector (sold separately). Available in multiple sizes and/or colours — select your variant.,Buy Arlen Ness Track Leather Jacket | Mile 27 Store,The Track motorcycle jacket by Arlen Ness offers you a sporty-aggressive design and high security! High quality cowhide leather. perforations on the front…,35,10,true
Arlen Ness,Arlen Ness Sugello Leather Jacket,Jackets,Riding Gear,Jackets,Riding Gear > Jackets,Brand selection: Arlen Ness (score 54),High,Keep 14 variants (sizes/colours),Unique,High,High,62000,arlen-ness-sugello-leather-jacket,Arlen Ness Sugello Leather Jacket,arlen-ness-sugello-leather-jacket,• full grain cow leather • full grain cow leather. • internal protectors at shoulders and ellbows. • super tense-tex stretch panels at ellbows. • breathable mesh lining. Available in multiple sizes and/or colours — select your variant.,Buy Arlen Ness Sugello Leather Jacket | Mile 27 Store,full grain cow leather full grain cow leather. internal protectors at shoulders and ellbows. super tense-tex stretch panels at ellbows. breathable mesh…,14,4,true
Arlen Ness,Arlen Ness Motegi Leather Jacket,Jackets,Riding Gear,Jackets,Riding Gear > Jackets,Brand selection: Arlen Ness (score 54),High,Keep 21 variants (sizes/colours),Unique,High,High,58000,arlen-ness-motegi-leather-jacket,Arlen Ness Motegi Leather Jacket,arlen-ness-motegi-leather-jacket,The Arlen Ness Motegi leather jacket not only looks sporty but also offers you a high level of safety in traffic. • made of cow hide (1.1 - 1.3 mm thickness). • removable thermal inner vest. • protectors on shoulders and elbows (EN1621-1:97). • partially perforated leather for better ventilation. Available in multiple sizes and/or colours — select your variant.,Buy Arlen Ness Motegi Leather Jacket | Mile 27 Store,The Arlen Ness Motegi leather jacket not only looks sporty but also offers you a high level of safety in traffic. made of cow hide (1.1 - 1.3 mm…,21,6,true
Arlen Ness,Arlen Ness Sportivo Leather Jacket,Jackets,Riding Gear,Jackets,Riding Gear > Jackets,Brand selection: Arlen Ness (score 54),High,Keep 28 variants (sizes/colours),Unique,High,High,53000,arlen-ness-sportivo-leather-jacket,Arlen Ness Sportivo Leather Jacket,arlen-ness-sportivo-leather-jacket,"The Arlen Ness Sportivo Motorcycle Leather Jacket is made of full-grain cowhide and offers a sporty design. • full-grain cow leather. • Super Tense-Tex stretch fabric on the inner arm. • comfortable, breathable internal fixed mesh lining. • removable neoprene vest. Available in multiple sizes and/or colours — select your variant.",Buy Arlen Ness Sportivo Leather Jacket | Mile 27 Store,The Arlen Ness Sportivo Motorcycle Leather Jacket is made of full-grain cowhide and offers a sporty design. full-grain cow leather. Super Tense-Tex…,28,8,true
